title,content,address,label,user_name,user_id,like_count,collect_count,comment_count,share_count,create_time,post_id,ip_localtion,post_image,post_type
,"TikTok refugee, if anyone else is from TikTok then please follow so I can get my “trending” on the right content !!    ",https://www.xiaohongshu.com/user/profile/678594d4000000000801ca69?xsec_token=AB3M3QnLppS6k151qc2K92l4FrUrLI5ks9nZjnJMb-82g=&xsec_source=pc_note,有想法轻松发#tiktok#tiktokrefugee#tiktokban,raerae,678594d4000000000801ca69,3,0,18,0,1/14/2025 9:56,6785c436000000001703ca47,U.S.,https://sns-img-hw.xhscdn.com/1040g00831ckae7v90k0g5ps5ija23ij9nkoo4cg?imageView2/format/png,normal
,hello!! 让我们成为朋友吧    ,https://www.xiaohongshu.com/user/profile/6785ada6000000000801d6be?xsec_token=AB3M3QnLppS6k151qc2K92l1-PTgRg7G1KbG1do7eJ2Tw=&xsec_source=pc_note,tiktokban#tiktok_refugee#america#viral,yazmyn_dezahray,6785ada6000000000801d6be,3,0,2,0,1/15/2025 0:18,67868e3e000000000203ff68,U.S.,https://sns-img-hw.xhscdn.com/1040g2sg31cl32a5r0u8g5ps5lmj23llu6cfiqt8?imageView2/format/png,video
,     ,https://www.xiaohongshu.com/user/profile/67869bf1000000000801ed2f?xsec_token=ABnicVxNlBwr4MRvdoiQ_jUPtTzz82VLEgAEZ1K77V-E8=&xsec_source=pc_note,cat#kitty#cute#tiktok#tiktokrefugee#refugee,Drew,67869bf1000000000801ed2f,3,0,13,0,1/15/2025 11:35,67872d0b00000000190079c0,U.S.,https://sns-img-bd.xhscdn.com/1040g3k831clmfbo9h6005ps6jfoi3r9f7o5o4a0?imageView2/format/png,normal
,    ,https://www.xiaohongshu.com/user/profile/67867868000000000801cdfa?xsec_token=ABnicVxNlBwr4MRvdoiQ_jUEoBrYhrIjgvCbPMTqbq1FM=&xsec_source=pc_note,looksmax#looksmaxxing#tiktok#refugee#mogg,Joe from ny,67867868000000000801cdfa,3,0,2,0,1/14/2025 23:32,67868380000000001a034d10,U.S.,https://sns-img-bd.xhscdn.com/1040g00831cl1h5ivh20g5ps6f1k23jfq16g00ho?imageView2/format/png,video
I’m a TikTok refugee 😭,  ,https://www.xiaohongshu.com/user/profile/67851875000000000801a601?xsec_token=AB3M3QnLppS6k151qc2K92l7x7s4PoJw2LPWlDGNUuLt8=&xsec_source=pc_note,tiktokrefugee#tiktok#tiktokrefugee2025,CoopFu,67851875000000000801a601,3,0,6,0,1/13/2025 22:00,67851c64000000000b014899,U.S.,https://sns-img-hw.xhscdn.com/1040g2sg31cjlump1gs705ps531qi39g1tgjbr3o?imageView2/format/png,normal
全国黑人妇女冥想日 2025年3月10日 Like,#tiktokrefugees[话题]# #blackamerican[话题]# #92[话题]#,https://www.xiaohongshu.com/user/profile/6784943f000000000803c06c?xsec_token=ABCazjjh2DcjbB-AzB32Rw4M6zUarsNWLBQPtrVczgLt8=&xsec_source=pc_note,tiktokrefugees#blackamerican#92,Sparkle,6784943f000000000803c06c,3,1,0,1,2/21/2025 12:51,67b806630000000007037ca2,U.S.,https://sns-img-qc.xhscdn.com/1040g2sg31e5d0o1mgk705ps4igvi7g3cppm22og?imageView2/format/png,normal
,"
   ",https://www.xiaohongshu.com/user/profile/67857521000000000801a947?xsec_token=AB3M3QnLppS6k151qc2K92l7iFlLHDkwgF1SZAQTPXWDI=&xsec_source=pc_note,herhappiness#🇨🇳#refugee#tiktok#小红书,Hungarian_witch,67857521000000000801a947,3,0,2,0,1/15/2025 0:32,6786919f000000000203d596,U.S.,https://sns-img-hw.xhscdn.com/1040g00831cl3gl7l0k005ps5ekgi3aa71u6vao8?imageView2/format/png,video
It's gonna fall?? 🆘🚹,#funny[话题]# #trending[话题]# #vlog[话题]# #tiktokban[话题]# #tiktokrefugees[话题]#,https://www.xiaohongshu.com/user/profile/678695a2000000000803d895?xsec_token=AB_Oexc6qO-B6zU_v6b_35l_LhUGNsAFQhSJrm0UyChjI=&xsec_source=pc_note,funny#trending#vlog#tiktokban#tiktokrefugees,We Cannolis,678695a2000000000803d895,3,0,0,0,2/28/2025 3:03,67c0b7180000000029031d64,U.S.,https://sns-img-bd.xhscdn.com/1040g00831edsi5e7126g5ps6imh27m4ljuhkirg?imageView2/format/png,video
,"  
   ",https://www.xiaohongshu.com/user/profile/67857ee5000000000801d14e?xsec_token=AB3M3QnLppS6k151qc2K92l0cgNnmJ3oz2IJoJimvJRgQ=&xsec_source=pc_note,tiktok#AzzyStorm#tiktokrefugee#americantiktokrefugee#blacktiktok#followtrain#refugee,Sandra Sunshine,67857ee5000000000801d14e,3,0,2,0,1/14/2025 22:51,678679e30000000020027e34,U.S.,https://sns-img-bd.xhscdn.com/1040g00831cl0j232gc6g5ps5frii3kaeoc30t0g?imageView2/format/png,video
你好，认识一下 🙋‍♀️,TikTok refugee from Texas!! ,https://www.xiaohongshu.com/user/profile/67845c88000000000803e225?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvjLW-65SzA_VyWufwf5rwt0=&xsec_source=pc_note,有想法轻松发,AngelaJane725,67845c88000000000803e225,3,0,11,0,1/13/2025 21:34,67851661000000000b00f21a,U.S.,https://sns-img-hw.xhscdn.com/1040g00831cjl776jgs005ps4bi427oh5s6hlkso?imageView2/format/png,normal
im a tiktok refugee.. nice to meet u!,     ,https://www.xiaohongshu.com/user/profile/678648ce0000000008018b09?xsec_token=ABnicVxNlBwr4MRvdoiQ_jUEqyqxfUvGxRtzFvdshFCf0=&xsec_source=pc_note,hello#tiktok_refugee#tiktok运营#art#811game#811dubuk,notsealryker,678648ce0000000008018b09,3,0,3,0,1/14/2025 22:54,67867a95000000000b01696f,U.S.,"https://sns-img-qc.xhscdn.com/1040g2sg31cl0m4m116705ps6937232o99koda4g?imageView2/format/png
https://sns-img-qc.xhscdn.com/1040g2sg31cl0m4m1167g5ps6937232o9kmdqdvo?imageView2/format/png
https://sns-img-bd.xhscdn.com/1040g2sg31cl0m4m116805ps6937232o9o9qtrfg?imageView2/format/png",normal
I’m back,#Tiktokrefugees[话题]#,https://www.xiaohongshu.com/user/profile/67b737ac000000000e010db4?xsec_token=ABcpKNaQnnli2lItzarJXVu5iTaKJNYMbg2DJQ3mQdhFo=&xsec_source=pc_note,Tiktokrefugees,Spencer X,67b737ac000000000e010db4,3,0,0,0,2/27/2025 2:24,67bf5c53000000000b016498,U.S.,https://sns-img-bd.xhscdn.com/1040g2sg31ec0jfk4gkag5ptn6um3i3dk6bgghn8?imageView2/format/png,video
接下来的宁波是这样的...,"📲你有一个隔空投送，快点击视频接收！
You’ve got an air-drop waiting! Click the video below to receive it!
	
赶紧收好这份春季宁波必打卡景点攻略🌟：
Here is Spring Ningbo must-visit spots guide:
	
奉化四明大桥樱花谷🌸
𝑭𝒆𝒏𝒈𝒉𝒖𝒂 𝑺𝒊𝒎𝒊𝒏𝒈 𝑩𝒓𝒊𝒅𝒈𝒆 𝑺𝒂𝒌𝒖𝒓𝒂 𝑽𝒂𝒍𝒍𝒆𝒚
最佳观赏时间：3月中旬-4月初.
Best Viewing Time: Mid-March to early April.
	
樱花公园🌸
𝑺𝒂𝒌𝒖𝒓𝒂 𝑷𝒂𝒓𝒌
实时报道：2月底早樱已盛开！
Real-time Update: Cerasus subhirtella are already in full bloom by late February!
	
奉化大堰镇油菜花田🌾
小贴士：推荐珍珠白颜色服饰，包出片。
Tips: Wear pearl white outfits for that perfect shot!
	
鄞州公园🌾
𝒀𝒊𝒏𝒛𝒉𝒐𝒖 𝑷𝒂𝒓𝒌
小贴士：适合拍一组“春日漫游”系列！
Tips: Perfect for a ""Spring Stroll"" series!
	
海曙区南山村桃花林🌺
𝑵𝒂𝒏𝒔𝒉𝒂𝒏 𝑽𝒊𝒍𝒍𝒂𝒈𝒆 𝒊𝒏 𝑯𝒂𝒊𝒔𝒉𝒖 𝑫𝒊𝒔𝒕𝒓𝒊𝒄𝒕 𝑷𝒆𝒂𝒄𝒉 𝑩𝒍𝒐𝒔𝒔𝒐𝒎 𝑭𝒐𝒓𝒆𝒔𝒕
拍照提示：山顶是最佳视角底。
Photo Tips: the top of the hill is the best panoramic view.
	
﻿#樱花[话题]#﻿ ﻿#宁波[话题]#﻿ ﻿#tiktokrefugees[话题]#﻿ ﻿#宁波旅游[话题]#﻿ ﻿#桃花[话题]#﻿ ﻿#sakura[话题]#﻿ ﻿#春日[话题]#﻿ ﻿#春日摄影[话题]#﻿ ﻿#油菜花[话题]#﻿ ﻿#城市达人计划[话题]#﻿",https://www.xiaohongshu.com/user/profile/674140e1000000001d02f048?xsec_token=ABtKVzqSsBeANX2KOkYbc4P6AQHTJ0CF2dgm3z5qL_4Lo=&xsec_source=pc_note,樱花#宁波#tiktokrefugees#宁波旅游#桃花#sakura#春日#春日摄影#油菜花#城市达人计划,Wow Ningbo,674140e1000000001d02f048,3,1,1,0,2/27/2025 18:35,67c031e1000000002903ca08,U.S.,https://sns-img-bd.xhscdn.com/spectrum/1040g0k031edbven1ge005pq183gnds280pq6r4g?imageView2/format/png,video
Heyy this Rea from TikTok!!🤍😄,"Here for a good time and hopefully a long time lol🙌
   
",https://www.xiaohongshu.com/user/profile/6785cb6a000000000803f757?xsec_token=AB3M3QnLppS6k151qc2K92l1NVoUXIORqqHER8qFUziis=&xsec_source=pc_note,tiktok#refugee#girl#american#blackgirl,Rea. Amai,6785cb6a000000000803f757,3,0,3,1,1/15/2025 0:10,67868c59000000001800f32e,U.S.,https://sns-img-qn.xhscdn.com/1040g2sg31cl2s1el0m705ps5pdl27tqna8l0j18?imageView2/format/png,normal
TikTok Refugee,"Hello! My name is Faline and I'm from Southern California. I love fishing, traveling and plants. Ask me anything. Let's get to know eachother! ❤️",https://www.xiaohongshu.com/user/profile/6784a96b000000000801b026?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvgF5jcMAmRMXF6vYzJS0a5Y=&xsec_source=pc_note,,Faline,6784a96b000000000801b026,3,0,8,0,1/13/2025 14:15,6784af87000000001a03644f,U.S.,https://sns-img-hw.xhscdn.com/1040g2sg31cj8lfh0h0dg5ps4l5li3c16tgnhjho?imageView2/format/png,normal
你好，认识一下 🙋‍♀️,TikTok refugee TikTok immigrant,https://www.xiaohongshu.com/user/profile/6784adfa000000000801b545?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvu_zqaoIfw99bswagh7r3ag=&xsec_source=pc_note,,TikTok IMMIGRANT,6784adfa000000000801b545,3,0,3,0,1/13/2025 14:49,6784b768000000000100395a,U.S.,https://sns-img-qc.xhscdn.com/1040g2sg31cj9k7g20k7g5ps4lnt23da5t6vd8mg?imageView2/format/png,normal
TikTok Refugee! 抖音难民!,"Hello! My name is Mimi and I love red note! I want to make more friends on here! Ask me anything!
你好！我叫咪咪，我喜欢红色音符！我想在这里结交更多的朋友！有什么问题就问我吧！
#america #tiktok #tiktokrefugee #抖音 #抖音难民 #美国",https://www.xiaohongshu.com/user/profile/6785e268000000000803ca15?xsec_token=ABKpU4VvRv4lDjdHFyEVhU-65e7kVYKLBgjnXBvzlZDnQ=&xsec_source=pc_note,,silliestscoundrel,6785e268000000000803ca15,3,1,11,0,2/28/2025 12:06,67c1363a0000000029031d97,U.S.,https://sns-img-hw.xhscdn.com/1040g00831eec2oivgc6g5ps5s9k27igle8almp8?imageView2/format/png,normal
,pls explain  ,https://www.xiaohongshu.com/user/profile/67857cb0000000000801e382?xsec_token=AB3M3QnLppS6k151qc2K92l9VZ9OnUuVeno4ZJQ89B0z0=&xsec_source=pc_note,tiktok_refugee#tiktokban,Logan Thompson,67857cb0000000000801e382,3,0,7,0,1/15/2025 0:29,678690da000000000203d0a5,U.S.,https://sns-img-qn.xhscdn.com/1040g00831cl3dick0s005ps5fio23os2uu6o88o?imageView2/format/png,video
Hello,   ,https://www.xiaohongshu.com/user/profile/66002935000000000600c46a?xsec_token=ABDUf8t3V_ltNZp6nO2IjvKkQRMVbiPNJegZ--H6mvNPw=&xsec_source=pc_note,TikTok#america#friends#refugee,Zu131my,66002935000000000600c46a,3,0,5,0,1/13/2025 14:28,6784b2a900000000190343a8,U.S.,https://sns-img-qn.xhscdn.com/1040g3k831cj90tke0c705pg054qhhh3aikk0omg?imageView2/format/png,normal
tiktok refugee's first post,"你好！ 我希望将来能学到更多的普通话，但我只想说谢谢大家的热烈欢迎。
Hello! I hope to learn more Mandarin in the future, but I just wanted to say thank you all for the warm welcome.",https://www.xiaohongshu.com/user/profile/67832b2b000000000803ec5b?xsec_token=ABlYHkLrnvls0ZIcPxEFCRmbCKxTR4BQIl19pwGZq9c50=&xsec_source=pc_note,,Veronika 读和写,67832b2b000000000803ec5b,3,0,4,0,1/13/2025 23:17,67852e75000000002002323d,U.S.,https://sns-img-bd.xhscdn.com/1040g00831cjo4e0ngs6g5ps35cli7r2rtduv7d0?imageView2/format/png,normal
Tiktok Refugee,Skeleton Crew is so good! What do yall think about it so far?  ,https://www.xiaohongshu.com/user/profile/678563ad000000000803cbbc?xsec_token=AB3M3QnLppS6k151qc2K92l1vYedHmL2bomGL0YeyBsIA=&xsec_source=pc_note,starwars#tiktokrefugee,Jojo,678563ad000000000803cbbc,3,0,4,0,1/14/2025 22:22,678673080000000020023b22,U.S.,https://sns-img-qn.xhscdn.com/1040g2sg31ckvp0t3gs705ps5cemi7itsbka4mu8?imageView2/format/png,video
Selfie of the day,"#tiktok[话题]# #refugee[话题]#
	
I like this app better then tiktok",https://www.xiaohongshu.com/user/profile/67868821000000000801e70b?xsec_token=AB_Oexc6qO-B6zU_v6b_35l29-FAocSYUtoC1Hquct_ys=&xsec_source=pc_note,refugee#tiktok,小红薯6787A0F2,67868821000000000801e70b,2,0,1,0,2/15/2025 4:45,67afab84000000001800cbef,U.S.,https://sns-img-qc.xhscdn.com/1040g2sg31dt7rjl20k7g5ps6h0gi3pob9m4sjdo?imageView2/format/png,normal
Tiktok Refugee,"TikTok Refugees
American coming from TIkTok, hoping to find community again.                 ",https://www.xiaohongshu.com/user/profile/606255060000000001000a95?xsec_token=AB-sMUD2WzpnH7kLdNZ05bXGEUunFTUTVmTvHCf0ojzoE=&xsec_source=pc_note,装修#americanbuddies#tiktok#american#usa#followtrain,Caroline_Beels,606255060000000001000a95,2,0,3,0,1/13/2025 15:00,6784b9fa000000000b020801,U.S.,https://sns-img-hw.xhscdn.com/1040g2sg31cj994pcgm7g5o32ak3082kltiaivk8?imageView2/format/png,normal
Painting todayyy,#Paint[话题]# #painter[话题]# #painting[话题]# #girl[话题]# #tiktok[话题]# #fyp[话题]# #teen[话题]# #art[话题]# #mutuals[话题]# #tiktok_refugee[话题]#,https://www.xiaohongshu.com/user/profile/6796d886000000000a03c352?xsec_token=ABa1IAf-rjkGHrWFkaTP8qv2glruSm2L_xpJ54NejJzfQ=&xsec_source=pc_note,Paint#painter#painting#girl#tiktok#fyp#teen#art#mutuals#tiktok_refugee,Haiileighhh,6796d886000000000a03c352,2,0,0,0,3/2/2025 5:32,67c37cec0000000003029d6c,U.S.,https://sns-img-qn.xhscdn.com/1040g3k831egj79bmgu705psmr232ngqigscqlcg?imageView2/format/png,normal
,what is happening   ,https://www.xiaohongshu.com/user/profile/67868f86000000000803fb09?xsec_token=ABnicVxNlBwr4MRvdoiQ_jUDWJfyQW2t1lwZ0aWDu2wgQ=&xsec_source=pc_note,生活美学#tiktok_refugee#tiktok,kat,67868f86000000000803fb09,2,0,4,0,1/15/2025 0:33,678691db000000000b03b18b,U.S.,https://sns-img-qc.xhscdn.com/1040g00831cl3efjp10005ps6hu327uo9mfbmc1g?imageView2/format/png,video
#TikTok refugee,#Say Drake.,https://www.xiaohongshu.com/user/profile/678aaa93000000000e0111d5?xsec_token=ABUUKvPz8X95PTjnidpfCqepiPOvSSN_CWmZecgLgFAQA=&xsec_source=pc_note,,Lael💛,678aaa93000000000e0111d5,2,0,0,0,2/13/2025 2:51,67acedbc000000001800eaba,U.S.,https://sns-img-qn.xhscdn.com/1040g2sg31dqi8fcj0sdg5psala9ji4elk93t840?imageView2/format/png,normal
你好，认识一下 🙋‍♀️,Babz! TikTok refugee! I follow back!,https://www.xiaohongshu.com/user/profile/67846a2d000000000801ffd6?xsec_token=ABtvPtwbTu4HUSyJ_tUKgWvpGoFHbMxTB_xOW2_rlSdo0=&xsec_source=pc_note,followtrain,Babz,67846a2d000000000801ffd6,2,0,2,0,1/13/2025 10:51,67847faf0000000001001940,U.S.,https://sns-img-bd.xhscdn.com/1040g00831cj1ppjmgm1g5ps4d8mi3vumnkrgcg8?imageView2/format/png,normal
, ,https://www.xiaohongshu.com/user/profile/678630f5000000000801ad07?xsec_token=ABnicVxNlBwr4MRvdoiQ_jUBUh2DSuoHZFR2Br-sjo_uA=&xsec_source=pc_note,tiktok_refugee#tiktokrefugee,小红薯67871B28,678630f5000000000801ad07,2,0,0,0,1/15/2025 0:31,6786916400000000010003ad,U.S.,https://sns-img-bd.xhscdn.com/1040g2sg31cl3fnfsgme05ps663qi3b87ka8ce20?imageView2/format/png,video
Say Drake,#tiktokrefugees[话题]# #tiktokrefugees话题[话题]#,https://www.xiaohongshu.com/user/profile/678513c5000000000500f68f?xsec_token=ABKpU4VvRv4lDjdHFyEVhU-3yslKlBoZZZLYepZRyGtQU=&xsec_source=pc_note,tiktokrefugees#tiktokrefugees话题,Perileyesouls,678513c5000000000500f68f,2,0,2,0,2/14/2025 4:16,67ae53220000000018011f05,U.S.,https://sns-img-bd.xhscdn.com/1040g2sg31drtsiakgmdg5ps52f2h9tkf15hnmq8?imageView2/format/png,video
照片转储 ∩^ω^∩,"这是我最近的一些照片！在中国我算漂亮吗？
	
#tiktokrefugee[话题]# #askmeanything[话题]# #girl[话题]# #pretty[话题]# #american[话题]# #america[话题]# #photo[话题]# #teen[话题]#",https://www.xiaohongshu.com/user/profile/6786c43f00000000080192c7?xsec_token=AB3cqu6IC8BWkEbzci-D5xggiUhO_8KIixAoETSDeMK_w=&xsec_source=pc_note,tiktokrefugee#askmeanything#girl#pretty#american#america#photo#teen,安腌利色,6786c43f00000000080192c7,2,0,4,3,2/26/2025 13:25,67bea5d1000000000903abda,U.S.,"https://sns-img-bd.xhscdn.com/1040g3k031ebrt99t10005ps6ogvi34m75ec1od8?imageView2/format/png
https://sns-img-qc.xhscdn.com/1040g3k031ebrt99t100g5ps6ogvi34m7ol3lre8?imageView2/format/png
https://sns-img-bd.xhscdn.com/1040g3k031ebrt99t10105ps6ogvi34m7hpv5goo?imageView2/format/png
https://sns-img-bd.xhscdn.com/1040g3k031ebrt99t101g5ps6ogvi34m73nb0k3g?imageView2/format/png
https://sns-img-qc.xhscdn.com/1040g3k031ebrt99t10205ps6ogvi34m704jomb8?imageView2/format/png
https://sns-img-hw.xhscdn.com/1040g3k031ebrt99t102g5ps6ogvi34m72s1hrao?imageView2/format/png
https://sns-img-bd.xhscdn.com/1040g3k031ebrt99t10305ps6ogvi34m70fmcon8?imageView2/format/png
https://sns-img-bd.xhscdn.com/1040g3k031ebrt99t103g5ps6ogvi34m7ri3ip90?imageView2/format/png
https://sns-img-qc.xhscdn.com/1040g3k031ebrt99t10405ps6ogvi34m7gif7k68?imageView2/format/png",normal
TikTok Refugee 🙌🏾,"

",https://www.xiaohongshu.com/user/profile/67854aae00000000080189bf?xsec_token=AB3M3QnLppS6k151qc2K92lwhwevvTKkTDD-ylhbKRBrw=&xsec_source=pc_note,分享一件今天的开心事#tiktok首发#滑雪板,Itzbinghi,67854aae00000000080189bf,2,0,1,0,1/14/2025 16:00,678619b8000000001a0124ad,U.S.,https://sns-img-bd.xhscdn.com/1040g2sg31ckks8i8gk005ps59an232dve6f0n18?imageView2/format/png,video
,     ,https://www.xiaohongshu.com/user/profile/6785cbb000000000080189a9?xsec_token=AB3M3QnLppS6k151qc2K92lx8hGnbnQWiR0TXfhnIVT0o=&xsec_source=pc_note,audi#a5#tiktok#refugee#china#cars,Mo .,6785cbb000000000080189a9,2,0,1,0,1/15/2025 0:19,67868e98000000000100a585,U.S.,https://sns-img-qc.xhscdn.com/1040g00831cl34q620k005ps5peo232d9h15q7vg?imageView2/format/png,video
,    ,https://www.xiaohongshu.com/user/profile/67861366000000000801d67e?xsec_token=ABnicVxNlBwr4MRvdoiQ_jUMduu7HJ3UxudTIk_yDFX-s=&xsec_source=pc_note,Tiktok#refugee#brainrot#fyp#bulgaria,Zennypoo,67861366000000000801d67e,2,0,0,0,1/15/2025 0:29,678690fb0000000018013a66,U.S.,https://sns-img-qn.xhscdn.com/1040g00831cl3b5g3160g5ps62dj23ljuj8hc7ig?imageView2/format/png,video
,#tiktok[话题]# #tiktokrefugee[话题]# #tiktokban[话题]# #美国人[话题]# #美国难民[话题]# #ootd[话题]# #分享你的今日穿搭ootd[话题]#,https://www.xiaohongshu.com/user/profile/66bf5fe9000000001d0310cc?xsec_token=ABl-Ch3hDwo-ZX7FZ9vSbuvqlC2RwlYARhh_5H_zzu3w4=&xsec_source=pc_note,tiktok#tiktokrefugee#tiktokban#美国人#美国难民#ootd#分享你的今日穿搭ootd,Hailey666,66bf5fe9000000001d0310cc,2,0,0,0,2/26/2025 11:15,67be8758000000002803e36a,U.S.,"https://sns-img-qn.xhscdn.com/1040g00831ebo88ei0c005plvbvkne46c1m9sfgo?imageView2/format/png
https://sns-img-hw.xhscdn.com/1040g00831ebo88ei0c0g5plvbvkne46cgpm67ko?imageView2/format/png
https://sns-img-qc.xhscdn.com/1040g00831ebo88ei0c105plvbvkne46c8rj8uo0?imageView2/format/png
https://sns-img-bd.xhscdn.com/1040g00831ebo88ei0c1g5plvbvkne46ckkfa8to?imageView2/format/png
https://sns-img-qn.xhscdn.com/1040g00831ebo88ei0c205plvbvkne46csj5i730?imageView2/format/png",normal
Anyone else play Darktide?,"罗马字母的第一个字母
#tiktok_refugee[话题]# #warhammer40k[话题]# #Warhammer40kDarktide[话题]# #fyp[话题]# #videogame[话题]# #roleplay[话题]# #question[话题]#",https://www.xiaohongshu.com/user/profile/678c5d83000000000e010c31?xsec_token=ABNVSihtb4v_cuoBBHzz7KNId-uw3-LCfHdWfsOe3SdIU=&xsec_source=pc_note,tiktok_refugee#warhammer40k#Warhammer40kDarktide#fyp#videogame#roleplay#question,Polterducky,678c5d83000000000e010c31,2,0,1,0,3/2/2025 2:46,67c35604000000002602d0c2,U.S.,"https://sns-img-qn.xhscdn.com/1040g00831egecqj20u005pscbm1ji31hde1upko?imageView2/format/png
https://sns-img-qc.xhscdn.com/1040g00831egecqj20u0g5pscbm1ji31hbkboeb0?imageView2/format/png
https://sns-img-qc.xhscdn.com/1040g00831egecqj20u105pscbm1ji31hfl2tg6g?imageView2/format/png",normal
Mini Christmas vlog,"More to watch on youtube @Zeynep Bas
  ",https://www.xiaohongshu.com/user/profile/67856ed5000000000803e880?xsec_token=AB3M3QnLppS6k151qc2K92l7EcovlgJ9VwG5phb5Xz-gY=&xsec_source=pc_note,Vlog#tiktok_refugee#youtube,BaharBas,67856ed5000000000803e880,2,0,0,0,1/14/2025 23:01,67867c3d000000002001a2d0,U.S.,https://sns-img-qc.xhscdn.com/1040g00831cl0spe2gm005ps5drai7q40nj6a9jo?imageView2/format/png,video
,New year new app lets all follow each other 🫶🏼     ,https://www.xiaohongshu.com/user/profile/67351dac000000001d02c165?xsec_token=ABa5-uIEO2vbBq-4myS_ToD-tph-4qSGOhD1G3NZrWu4M=&xsec_source=pc_note,tiktok#refugee#2025#一键回到像素时代#链在一起联机,Rose,67351dac000000001d02c165,2,0,2,0,1/14/2025 23:48,678687680000000001003a50,U.S.,https://sns-img-qn.xhscdn.com/1040g00831cl28nvdgk005ppl3mm7dgb5mqa8cag?imageView2/format/png,video
,  ,https://www.xiaohongshu.com/user/profile/67867010000000000801cbc4?xsec_token=ABnicVxNlBwr4MRvdoiQ_jUC7w0b0U_B7F45k-BNqJzX8=&xsec_source=pc_note,refugee#refugeetiktok#tiktok,Ill-säh,67867010000000000801cbc4,2,0,1,0,1/14/2025 23:35,67868457000000001800f22b,U.S.,https://sns-img-qc.xhscdn.com/1040g2sg31cl1soiu0m705ps6e0823iu44i6iu68?imageView2/format/png,normal
Summers just around the corner,#Girl[话题]# #fyp[话题]# #tiktok[话题]# #teen[话题]# #mutuals[话题]# #tiktok_refugee[话题]# #friends[话题]# #young[话题]#,https://www.xiaohongshu.com/user/profile/6796d886000000000a03c352?xsec_token=ABa1IAf-rjkGHrWFkaTP8qv2glruSm2L_xpJ54NejJzfQ=&xsec_source=pc_note,Girl#fyp#tiktok#teen#mutuals#tiktok_refugee#friends#young,Haiileighhh,6796d886000000000a03c352,2,0,0,0,3/2/2025 4:22,67c36c8c000000001203d530,U.S.,https://sns-img-qc.xhscdn.com/1040g3k831egh45jm0mb05psmr232ngqis952rto?imageView2/format/png,normal
你好，认识一下 🙋‍♀️,TikTok Refugee,https://www.xiaohongshu.com/user/profile/678526d3000000000801995c?xsec_token=AB3M3QnLppS6k151qc2K92l6CPkZHUn8F05kL3HVkRxhM=&xsec_source=pc_note,,Socially Awkward,678526d3000000000801995c,2,0,4,0,1/13/2025 22:58,67852a300000000020015f18,U.S.,https://sns-img-bd.xhscdn.com/1040g2sg31cjnkjj710d05ps54r9i36as6uqokhg?imageView2/format/png,normal
The hoop was insane tho 💯,    ,https://www.xiaohongshu.com/user/profile/678669c4000000000801b747?xsec_token=ABnicVxNlBwr4MRvdoiQ_jUP_J9mhVfloBVc1c4e6zj1c=&xsec_source=pc_note,fyp#tiktok#refugee#tiktok自然流账号定制#tiktok首发,apple,678669c4000000000801b747,2,0,0,0,1/14/2025 22:31,6786753f000000000b0313ab,U.S.,https://sns-img-bd.xhscdn.com/1040g2sg31ckuqlj0128g5ps6d7223dq7003v698?imageView2/format/png,video
,"It’s getting so old seeing everyone ask if the TikTok refugees left haha. Some of us have been here much longer than that, so let’s get back to regular content please! [失望R][笑哭R][笑哭R][笑哭R]#tiktokrefugee[话题]#",https://www.xiaohongshu.com/user/profile/659b687a0000000022016848?xsec_token=ABQuNVbIMzLyjP6O7QjFCsLJi8X4YL07anaLrZBUGrbPk=&xsec_source=pc_note,tiktokrefugee,CJ Swartz 黑哲明,659b687a0000000022016848,2,0,3,0,2/13/2025 7:17,67ad2c010000000018010b24,U.S.,https://sns-img-bd.xhscdn.com/1040g00831dqprmc10u005pcrd1t8iq289cqbkv0?imageView2/format/png,normal
,"TikTok Refugee here from the Bronx, NY.      ",https://www.xiaohongshu.com/user/profile/6785b6f7000000000803db93?xsec_token=AB3M3QnLppS6k151qc2K92lwF1Ol98jbskpHY9fjAcimE=&xsec_source=pc_note,TikTiokRefugee#Refugee#QueenDeLyte#Bronx#TikTok#UnitedStates,QueenDeLyte,6785b6f7000000000803db93,2,0,0,0,1/14/2025 23:21,678680dd0000000018010963,U.S.,https://sns-img-hw.xhscdn.com/1040g2sg31cl1f695g8dg5ps5mrri7msj5se7or8?imageView2/format/png,video
,Me bc we all on RedNote rn   ,https://www.xiaohongshu.com/user/profile/67856090000000000803ca1c?xsec_token=AB3M3QnLppS6k151qc2K92l3lsZxfN6-99nvYINe285tw=&xsec_source=pc_note,tiktokban#tiktok#tiktok_refugee,Marta De Mendoza,67856090000000000803ca1c,2,0,5,0,1/14/2025 22:57,67867b75000000000b00ebe0,U.S.,https://sns-img-qn.xhscdn.com/1040g00831cl0q1uugm005ps5c2827igsbni9mpo?imageView2/format/png,video
